GC_PARAMS='-verbose:gc -Xms8192m -Xmx8192m -XX:PermSize=256m -XX:MaxPermSize=256m -XX:+UseLargePages -XX:+PrintGCDateStamps -XX:+UseConcMarkSweepGC -XX:MaxGCPauseMillis=1000 -XX:+CMSIncrementalMode -XX:+PrintGCDetails -verbose:gc'
2012-10-19T09:32:45.378-0400: [GC [ParNew: 224270K->2523K(249216K), 0.0089900 secs] 303022K->81543K(8360960K) icms_dc=0 , 0.0091660 secs] [Times: user=0.07 sys=0.03, real=0.01 secs] 
2012-10-19T09:33:00.023-0400: [GC [ParNew: 224091K->2761K(249216K), 0.0092780 secs] 303111K->82031K(8360960K) icms_dc=0 , 0.0094630 secs] [Times: user=0.08 sys=0.03, real=0.01 secs] 
2012-10-19T09:33:12.008-0400: [GC [ParNew: 224329K->2909K(249216K), 0.0095510 secs] 303599K->82497K(8360960K) icms_dc=0 , 0.0097260 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:33:33.825-0400: [GC [ParNew: 225556K->4432K(249216K), 0.0092750 secs] 305441K->84591K(8360960K) icms_dc=0 , 0.0094620 secs] [Times: user=0.08 sys=0.03, real=0.01 secs] 
2012-10-19T09:33:45.787-0400: [GC [ParNew: 226000K->4561K(249216K), 0.0093510 secs] 306159K->85115K(8360960K) icms_dc=0 , 0.0095450 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:33:57.877-0400: [GC [ParNew: 226129K->4447K(249216K), 0.0097950 secs] 306683K->85341K(8360960K) icms_dc=0 , 0.0100020 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:34:03.990-0400: [GC [ParNew: 226015K->4162K(249216K), 0.0093140 secs] 306909K->86008K(8360960K) icms_dc=0 , 0.0094960 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:34:09.011-0400: [GC [ParNew: 225730K->3185K(249216K), 0.0100710 secs] 307576K->85977K(8360960K) icms_dc=0 , 0.0102460 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:34:19.009-0400: [GC [ParNew: 224753K->3010K(249216K), 0.0094940 secs] 307545K->86213K(8360960K) icms_dc=0 , 0.0096620 secs] [Times: user=0.08 sys=0.03, real=0.01 secs] 
2012-10-19T09:34:36.217-0400: [GC [ParNew: 224578K->2774K(249216K), 0.0089360 secs] 307781K->86391K(8360960K) icms_dc=0 , 0.0091110 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:34:50.032-0400: [GC [ParNew: 224342K->2887K(249216K), 0.0099080 secs] 307959K->86750K(8360960K) icms_dc=0 , 0.0100740 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:35:02.399-0400: [GC [ParNew: 224455K->4884K(249216K), 0.0107560 secs] 308318K->88986K(8360960K) icms_dc=0 , 0.0109360 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:35:07.591-0400: [GC [ParNew: 226452K->7451K(249216K), 0.0067960 secs] 310554K->91989K(8360960K) icms_dc=0 , 0.0069640 secs] [Times: user=0.05 sys=0.00, real=0.00 secs] 
2012-10-19T09:35:13.104-0400: [GC [ParNew: 229019K->8687K(249216K), 0.0153220 secs] 313557K->93586K(8360960K) icms_dc=0 , 0.0155110 secs] [Times: user=0.10 sys=0.03, real=0.02 secs] 
2012-10-19T09:35:19.091-0400: [GC [ParNew: 230255K->10534K(249216K), 0.0088910 secs] 315154K->95884K(8360960K) icms_dc=0 , 0.0091090 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:35:27.022-0400: [GC [ParNew: 232102K->9089K(249216K), 0.0102940 secs] 317452K->95488K(8360960K) icms_dc=0 , 0.0104960 secs] [Times: user=0.10 sys=0.02, real=0.01 secs] 
