GC_PARAMS='-verbose:gc -Xms8192m -Xmx8192m -XX:PermSize=256m -XX:MaxPermSize=256m -XX:+UseLargePages -XX:+PrintGCDateStamps -XX:+UseConcMarkSweepGC -XX:MaxGCPauseMillis=1000 -XX:+CMSIncrementalMode -XX:+PrintGCDetails -verbose:gc'
2012-10-19T06:28:09.862-0400: [GC [ParNew: 221568K->18678K(249216K), 0.0159030 secs] 221568K->18678K(8360960K), 0.0159740 secs] [Times: user=0.14 sys=0.01, real=0.02 secs] 
2012-10-19T09:28:00.210-0400: [GC [ParNew: 224952K->3937K(249216K), 0.0147110 secs] 288599K->67584K(8360960K) icms_dc=0 , 0.0148850 secs] [Times: user=0.14 sys=0.04, real=0.01 secs] 
2012-10-19T09:29:10.066-0400: [GC [ParNew: 225505K->4338K(249216K), 0.0194540 secs] 289152K->68763K(8360960K) icms_dc=0 , 0.0196260 secs] [Times: user=0.17 sys=0.06, real=0.02 secs] 
2012-10-19T09:30:00.464-0400: [GC [ParNew: 225906K->5774K(249216K), 0.0301630 secs] 290331K->70894K(8360960K) icms_dc=0 , 0.0303800 secs] [Times: user=0.10 sys=0.02, real=0.03 secs] 
2012-10-19T09:30:03.686-0400: [GC [ParNew: 227342K->7382K(249216K), 0.0209900 secs] 292462K->73285K(8360960K) icms_dc=0 , 0.0211580 secs] [Times: user=0.16 sys=0.04, real=0.02 secs] 
2012-10-19T09:30:07.048-0400: [GC [ParNew: 228950K->6945K(249216K), 0.0224360 secs] 294853K->73527K(8360960K) icms_dc=0 , 0.0226490 secs] [Times: user=0.17 sys=0.05, real=0.02 secs] 
2012-10-19T09:30:14.893-0400: [GC [ParNew: 228513K->6366K(249216K), 0.0149350 secs] 295095K->73490K(8360960K) icms_dc=0 , 0.0151270 secs] [Times: user=0.12 sys=0.05, real=0.02 secs] 
2012-10-19T09:30:23.233-0400: [GC [ParNew: 227934K->5048K(249216K), 0.0155530 secs] 295058K->73268K(8360960K) icms_dc=0 , 0.0157570 secs] [Times: user=0.11 sys=0.03, real=0.01 secs] 
2012-10-19T09:30:34.143-0400: [GC [ParNew: 226616K->4591K(249216K), 0.0109160 secs] 294836K->73929K(8360960K) icms_dc=0 , 0.0111030 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:30:43.849-0400: [GC [ParNew: 226159K->3050K(249216K), 0.0118550 secs] 295497K->73382K(8360960K) icms_dc=0 , 0.0120680 secs] [Times: user=0.10 sys=0.03, real=0.01 secs] 
2012-10-19T09:30:52.108-0400: [GC [ParNew: 224618K->2764K(249216K), 0.0127630 secs] 294950K->73440K(8360960K) icms_dc=0 , 0.0129380 secs] [Times: user=0.12 sys=0.02, real=0.01 secs] 
2012-10-19T09:31:02.997-0400: [GC [ParNew: 224332K->3222K(249216K), 0.0105490 secs] 295008K->74293K(8360960K) icms_dc=0 , 0.0107290 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:31:12.965-0400: [GC [ParNew: 224790K->2974K(249216K), 0.0102010 secs] 295861K->74378K(8360960K) icms_dc=0 , 0.0103710 secs] [Times: user=0.10 sys=0.03, real=0.01 secs] 
2012-10-19T09:31:27.668-0400: [GC [ParNew: 224542K->3116K(249216K), 0.0098570 secs] 295946K->74866K(8360960K) icms_dc=0 , 0.0100450 secs] [Times: user=0.08 sys=0.03, real=0.01 secs] 
2012-10-19T09:31:39.091-0400: [GC [ParNew: 224684K->3034K(249216K), 0.0101850 secs] 296434K->75079K(8360960K) icms_dc=0 , 0.0103570 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:31:47.360-0400: [GC [ParNew: 224602K->3382K(249216K), 0.0102520 secs] 296647K->75776K(8360960K) icms_dc=0 , 0.0104270 secs] [Times: user=0.10 sys=0.03, real=0.01 secs] 
2012-10-19T09:31:58.024-0400: [GC [ParNew: 224950K->3349K(249216K), 0.0103030 secs] 297344K->76063K(8360960K) icms_dc=0 , 0.0104810 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:32:06.025-0400: [GC [ParNew: 224917K->3200K(249216K), 0.0111810 secs] 297631K->76374K(8360960K) icms_dc=0 , 0.0114040 secs] [Times: user=0.10 sys=0.03, real=0.01 secs] 
2012-10-19T09:32:18.995-0400: [GC [ParNew: 224768K->2921K(249216K), 0.0103170 secs] 297942K->76539K(8360960K) icms_dc=0 , 0.0104970 secs] [Times: user=0.11 sys=0.02, real=0.01 secs] 
2012-10-19T09:32:31.051-0400: [GC [ParNew: 224489K->3023K(249216K), 0.0108610 secs] 298107K->77018K(8360960K) icms_dc=0 , 0.0110330 secs] [Times: user=0.10 sys=0.02, real=0.01 secs] 
2012-10-19T09:32:39.781-0400: [GC [ParNew: 224591K->2696K(249216K), 0.0099480 secs] 298586K->76962K(8360960K) icms_dc=0 , 0.0101270 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:32:49.076-0400: [GC [ParNew: 224264K->3065K(249216K), 0.0118580 secs] 298530K->77575K(8360960K) icms_dc=0 , 0.0120220 secs] [Times: user=0.11 sys=0.02, real=0.01 secs] 
2012-10-19T09:32:58.146-0400: [GC [ParNew: 224633K->2647K(249216K), 0.0096720 secs] 299143K->77665K(8360960K) icms_dc=0 , 0.0098490 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:33:12.119-0400: [GC [ParNew: 224215K->2434K(249216K), 0.0105190 secs] 299233K->77740K(8360960K) icms_dc=0 , 0.0106840 secs] [Times: user=0.10 sys=0.03, real=0.01 secs] 
2012-10-19T09:33:24.851-0400: [GC [ParNew: 224002K->3527K(249216K), 0.0105500 secs] 299308K->79139K(8360960K) icms_dc=0 , 0.0107380 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:33:40.405-0400: [GC [ParNew: 225095K->4303K(249216K), 0.0102020 secs] 300707K->80179K(8360960K) icms_dc=0 , 0.0103960 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:33:53.704-0400: [GC [ParNew: 225871K->4115K(249216K), 0.0105590 secs] 301747K->80275K(8360960K) icms_dc=0 , 0.0107420 secs] [Times: user=0.10 sys=0.03, real=0.01 secs] 
2012-10-19T09:34:04.324-0400: [GC [ParNew: 225683K->4272K(249216K), 0.0118710 secs] 301843K->80688K(8360960K) icms_dc=0 , 0.0120530 secs] [Times: user=0.11 sys=0.03, real=0.01 secs] 
2012-10-19T09:34:14.930-0400: [GC [ParNew: 225840K->3949K(249216K), 0.0112390 secs] 302256K->81365K(8360960K) icms_dc=0 , 0.0114330 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:34:26.302-0400: [GC [ParNew: 225517K->3606K(249216K), 0.0105770 secs] 302933K->81691K(8360960K) icms_dc=0 , 0.0107610 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:34:39.609-0400: [GC [ParNew: 225174K->3453K(249216K), 0.0091390 secs] 303259K->81835K(8360960K) icms_dc=0 , 0.0093120 secs] [Times: user=0.09 sys=0.01, real=0.01 secs] 
2012-10-19T09:34:52.714-0400: [GC [ParNew: 225021K->3607K(249216K), 0.0108220 secs] 303403K->82303K(8360960K) icms_dc=0 , 0.0109960 secs] [Times: user=0.11 sys=0.01, real=0.01 secs] 
2012-10-19T09:35:02.050-0400: [GC [ParNew: 225175K->4802K(249216K), 0.0153210 secs] 303871K->84176K(8360960K) icms_dc=0 , 0.0155540 secs] [Times: user=0.13 sys=0.03, real=0.02 secs] 
2012-10-19T09:35:07.143-0400: [GC [ParNew: 226370K->7432K(249216K), 0.0125130 secs] 305744K->87236K(8360960K) icms_dc=0 , 0.0126890 secs] [Times: user=0.10 sys=0.04, real=0.01 secs] 
2012-10-19T09:35:10.976-0400: [GC [ParNew: 229000K->9729K(249216K), 0.0130320 secs] 308804K->89963K(8360960K) icms_dc=0 , 0.0132260 secs] [Times: user=0.10 sys=0.04, real=0.01 secs] 
2012-10-19T09:35:15.667-0400: [GC [ParNew: 231297K->9942K(249216K), 0.0091490 secs] 311531K->90462K(8360960K) icms_dc=0 , 0.0093450 secs] [Times: user=0.07 sys=0.02, real=0.01 secs] 
2012-10-19T09:35:20.631-0400: [GC [ParNew: 231510K->9745K(249216K), 0.0129400 secs] 312030K->91287K(8360960K) icms_dc=0 , 0.0131200 secs] [Times: user=0.13 sys=0.01, real=0.02 secs] 
2012-10-19T09:35:27.650-0400: [GC [ParNew: 231313K->7871K(249216K), 0.0104940 secs] 312855K->91150K(8360960K) icms_dc=0 , 0.0106790 secs] [Times: user=0.06 sys=0.01, real=0.01 secs] 
2012-10-19T09:35:33.230-0400: [GC [ParNew: 229439K->7348K(249216K), 0.0108940 secs] 312718K->91709K(8360960K) icms_dc=0 , 0.0110900 secs] [Times: user=0.07 sys=0.01, real=0.01 secs] 
2012-10-19T09:35:39.431-0400: [GC [ParNew: 228916K->5960K(249216K), 0.0127770 secs] 313277K->91865K(8360960K) icms_dc=0 , 0.0129440 secs] [Times: user=0.10 sys=0.02, real=0.01 secs] 
2012-10-19T09:35:46.083-0400: [GC [ParNew: 227528K->5624K(249216K), 0.0099080 secs] 313433K->92397K(8360960K) icms_dc=0 , 0.0100850 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:35:51.667-0400: [GC [ParNew: 227192K->5138K(249216K), 0.0105180 secs] 313965K->92749K(8360960K) icms_dc=0 , 0.0106890 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:35:57.438-0400: [GC [ParNew: 226706K->4363K(249216K), 0.0086110 secs] 314317K->92661K(8360960K) icms_dc=0 , 0.0087730 secs] [Times: user=0.09 sys=0.01, real=0.01 secs] 
2012-10-19T09:36:03.491-0400: [GC [ParNew: 225931K->4920K(249216K), 0.0097800 secs] 314229K->93789K(8360960K) icms_dc=0 , 0.0099470 secs] [Times: user=0.10 sys=0.01, real=0.01 secs] 
2012-10-19T09:36:10.813-0400: [GC [ParNew: 226488K->4584K(249216K), 0.0088200 secs] 315357K->94133K(8360960K) icms_dc=0 , 0.0090130 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:36:18.143-0400: [GC [ParNew: 226152K->4289K(249216K), 0.0098630 secs] 315701K->94337K(8360960K) icms_dc=0 , 0.0100600 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:36:26.863-0400: [GC [ParNew: 225857K->4362K(249216K), 0.0093210 secs] 315905K->94771K(8360960K) icms_dc=0 , 0.0094860 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:36:34.800-0400: [GC [ParNew: 225930K->4278K(249216K), 0.0093310 secs] 316339K->95507K(8360960K) icms_dc=0 , 0.0094950 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:36:45.780-0400: [GC [ParNew: 225846K->5174K(249216K), 0.0078150 secs] 317075K->96775K(8360960K) icms_dc=0 , 0.0079820 secs] [Times: user=0.05 sys=0.02, real=0.01 secs] 
2012-10-19T09:36:54.339-0400: [GC [ParNew: 226742K->5112K(249216K), 0.0095200 secs] 318343K->97247K(8360960K) icms_dc=0 , 0.0097030 secs] [Times: user=0.07 sys=0.01, real=0.01 secs] 
2012-10-19T09:37:00.348-0400: [GC [ParNew: 226680K->4714K(249216K), 0.0100630 secs] 318815K->97490K(8360960K) icms_dc=0 , 0.0102530 secs] [Times: user=0.08 sys=0.03, real=0.02 secs] 
2012-10-19T09:37:09.555-0400: [GC [ParNew: 226282K->4648K(249216K), 0.0092700 secs] 319058K->97913K(8360960K) icms_dc=0 , 0.0094470 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:37:19.545-0400: [GC [ParNew: 226216K->4350K(249216K), 0.0104810 secs] 319481K->98296K(8360960K) icms_dc=0 , 0.0106770 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:37:27.631-0400: [GC [ParNew: 225918K->4727K(249216K), 0.0080590 secs] 319864K->99125K(8360960K) icms_dc=0 , 0.0082490 secs] [Times: user=0.06 sys=0.01, real=0.01 secs] 
2012-10-19T09:37:36.259-0400: [GC [ParNew: 226295K->4993K(249216K), 0.0094630 secs] 320693K->100010K(8360960K) icms_dc=0 , 0.0096570 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:37:44.133-0400: [GC [ParNew: 226561K->4589K(249216K), 0.0087570 secs] 321578K->100213K(8360960K) icms_dc=0 , 0.0089520 secs] [Times: user=0.08 sys=0.03, real=0.01 secs] 
2012-10-19T09:37:53.555-0400: [GC [ParNew: 226157K->4344K(249216K), 0.0087510 secs] 321781K->100521K(8360960K) icms_dc=0 , 0.0089400 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:38:00.099-0400: [GC [ParNew: 225912K->4122K(249216K), 0.0102560 secs] 322089K->100963K(8360960K) icms_dc=0 , 0.0104390 secs] [Times: user=0.10 sys=0.02, real=0.01 secs] 
2012-10-19T09:38:07.065-0400: [GC [ParNew: 225690K->4104K(249216K), 0.0102620 secs] 322531K->101377K(8360960K) icms_dc=0 , 0.0104780 secs] [Times: user=0.09 sys=0.01, real=0.01 secs] 
2012-10-19T09:38:15.823-0400: [GC [ParNew: 225672K->3719K(249216K), 0.0098060 secs] 322945K->101817K(8360960K) icms_dc=0 , 0.0100020 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:38:23.495-0400: [GC [ParNew: 225287K->4298K(249216K), 0.0085680 secs] 323385K->102982K(8360960K) icms_dc=0 , 0.0087460 secs] [Times: user=0.07 sys=0.01, real=0.01 secs] 
2012-10-19T09:38:31.490-0400: [GC [ParNew: 225866K->3510K(249216K), 0.0095900 secs] 324550K->102586K(8360960K) icms_dc=0 , 0.0097720 secs] [Times: user=0.10 sys=0.01, real=0.01 secs] 
2012-10-19T09:38:38.965-0400: [GC [ParNew: 225078K->3365K(249216K), 0.0085070 secs] 324154K->102865K(8360960K) icms_dc=0 , 0.0086700 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:38:45.112-0400: [GC [ParNew: 224933K->4892K(249216K), 0.0104310 secs] 324433K->104788K(8360960K) icms_dc=0 , 0.0105870 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:38:52.000-0400: [GC [ParNew: 226460K->4625K(249216K), 0.0103570 secs] 326356K->105151K(8360960K) icms_dc=0 , 0.0105130 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:38:59.939-0400: [GC [ParNew: 226193K->4030K(249216K), 0.0095650 secs] 326719K->105155K(8360960K) icms_dc=0 , 0.0097330 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:39:05.681-0400: [GC [ParNew: 225598K->3700K(249216K), 0.0085520 secs] 326723K->105185K(8360960K) icms_dc=0 , 0.0087140 secs] [Times: user=0.07 sys=0.03, real=0.01 secs] 
2012-10-19T09:39:13.336-0400: [GC [ParNew: 225268K->4175K(249216K), 0.0111150 secs] 326753K->106240K(8360960K) icms_dc=0 , 0.0112950 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:39:25.267-0400: [GC [ParNew: 225743K->4043K(249216K), 0.0081010 secs] 327808K->106587K(8360960K) icms_dc=0 , 0.0082920 secs] [Times: user=0.07 sys=0.03, real=0.01 secs] 
2012-10-19T09:39:35.349-0400: [GC [ParNew: 225611K->3942K(249216K), 0.0096220 secs] 328155K->106753K(8360960K) icms_dc=0 , 0.0097870 secs] [Times: user=0.10 sys=0.02, real=0.01 secs] 
2012-10-19T09:39:45.687-0400: [GC [ParNew: 225510K->5333K(249216K), 0.0101990 secs] 328321K->108576K(8360960K) icms_dc=0 , 0.0103610 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:39:54.807-0400: [GC [ParNew: 226901K->4292K(249216K), 0.0094310 secs] 330144K->108115K(8360960K) icms_dc=0 , 0.0095930 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:40:02.741-0400: [GC [ParNew: 225860K->4229K(249216K), 0.0083020 secs] 329683K->108623K(8360960K) icms_dc=0 , 0.0084630 secs] [Times: user=0.06 sys=0.02, real=0.01 secs] 
2012-10-19T09:40:12.118-0400: [GC [ParNew: 225797K->3668K(249216K), 0.0103830 secs] 330191K->108727K(8360960K) icms_dc=0 , 0.0105590 secs] [Times: user=0.08 sys=0.03, real=0.01 secs] 
2012-10-19T09:40:20.215-0400: [GC [ParNew: 225236K->3994K(249216K), 0.0078310 secs] 330295K->109621K(8360960K) icms_dc=0 , 0.0080020 secs] [Times: user=0.07 sys=0.03, real=0.01 secs] 
2012-10-19T09:40:30.508-0400: [GC [ParNew: 225562K->3990K(249216K), 0.0094480 secs] 331189K->110136K(8360960K) icms_dc=0 , 0.0096080 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:40:37.082-0400: [GC [ParNew: 225558K->4692K(249216K), 0.0119570 secs] 331704K->111282K(8360960K) icms_dc=0 , 0.0121890 secs] [Times: user=0.06 sys=0.01, real=0.01 secs] 
2012-10-19T09:40:46.132-0400: [GC [ParNew: 226260K->4596K(249216K), 0.0120880 secs] 332850K->111752K(8360960K) icms_dc=0 , 0.0122690 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:40:55.192-0400: [GC [ParNew: 226164K->4283K(249216K), 0.0080430 secs] 333320K->111936K(8360960K) icms_dc=0 , 0.0082110 secs] [Times: user=0.07 sys=0.03, real=0.01 secs] 
2012-10-19T09:41:01.991-0400: [GC [ParNew: 225851K->4452K(249216K), 0.0143330 secs] 333504K->112624K(8360960K) icms_dc=0 , 0.0145190 secs] [Times: user=0.11 sys=0.02, real=0.02 secs] 
2012-10-19T09:41:10.037-0400: [GC [ParNew: 226020K->3588K(249216K), 0.0089440 secs] 334192K->112325K(8360960K) icms_dc=0 , 0.0091240 secs] [Times: user=0.07 sys=0.03, real=0.01 secs] 
2012-10-19T09:41:17.489-0400: [GC [ParNew: 225156K->4612K(249216K), 0.0132450 secs] 333893K->114044K(8360960K) icms_dc=0 , 0.0134650 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:41:22.479-0400: [GC [ParNew: 226180K->3367K(249216K), 0.0095500 secs] 335612K->113435K(8360960K) icms_dc=0 , 0.0097460 secs] [Times: user=0.07 sys=0.02, real=0.01 secs] 
2012-10-19T09:41:28.275-0400: [GC [ParNew: 224935K->3680K(249216K), 0.0089210 secs] 335003K->114069K(8360960K) icms_dc=0 , 0.0091040 secs] [Times: user=0.08 sys=0.03, real=0.01 secs] 
2012-10-19T09:41:29.856-0400: [GC [ParNew: 225248K->3746K(249216K), 0.0110960 secs] 335637K->114609K(8360960K) icms_dc=0 , 0.0112840 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:41:33.328-0400: [GC [ParNew: 225314K->3822K(249216K), 0.0089300 secs] 336177K->115225K(8360960K) icms_dc=0 , 0.0091160 secs] [Times: user=0.08 sys=0.02, real=0.00 secs] 
2012-10-19T09:41:36.671-0400: [GC [ParNew: 225390K->3188K(249216K), 0.0089210 secs] 336793K->115151K(8360960K) icms_dc=0 , 0.0090860 secs] [Times: user=0.07 sys=0.01, real=0.01 secs] 
2012-10-19T09:41:41.630-0400: [GC [ParNew: 224756K->3337K(249216K), 0.0096500 secs] 336719K->115799K(8360960K) icms_dc=0 , 0.0098220 secs] [Times: user=0.09 sys=0.03, real=0.01 secs] 
2012-10-19T09:41:48.402-0400: [GC [ParNew: 224905K->3603K(249216K), 0.0099640 secs] 337367K->116604K(8360960K) icms_dc=0 , 0.0101660 secs] [Times: user=0.07 sys=0.02, real=0.01 secs] 
2012-10-19T09:41:58.268-0400: [GC [ParNew: 225171K->3964K(249216K), 0.0109860 secs] 338172K->117330K(8360960K) icms_dc=0 , 0.0111700 secs] [Times: user=0.08 sys=0.01, real=0.01 secs] 
2012-10-19T09:42:08.011-0400: [GC [ParNew: 225532K->3541K(249216K), 0.0094560 secs] 338898K->117365K(8360960K) icms_dc=0 , 0.0096530 secs] [Times: user=0.10 sys=0.02, real=0.01 secs] 
2012-10-19T09:42:16.483-0400: [GC [ParNew: 225109K->4976K(249216K), 0.0059660 secs] 338933K->119183K(8360960K) icms_dc=0 , 0.0061560 secs] [Times: user=0.06 sys=0.01, real=0.01 secs] 
2012-10-19T09:42:25.347-0400: [GC [ParNew: 226544K->5334K(249216K), 0.0098770 secs] 340751K->119921K(8360960K) icms_dc=0 , 0.0100950 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:42:28.970-0400: [GC [ParNew: 226902K->4430K(249216K), 0.0084230 secs] 341489K->119584K(8360960K) icms_dc=0 , 0.0086070 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:42:36.223-0400: [GC [ParNew: 225998K->4858K(249216K), 0.0091310 secs] 341152K->120622K(8360960K) icms_dc=0 , 0.0093030 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:42:45.028-0400: [GC [ParNew: 226426K->3901K(249216K), 0.0094230 secs] 342190K->120596K(8360960K) icms_dc=0 , 0.0096400 secs] [Times: user=0.08 sys=0.03, real=0.01 secs] 
2012-10-19T09:42:53.849-0400: [GC [ParNew: 225469K->3550K(249216K), 0.0093150 secs] 342164K->120786K(8360960K) icms_dc=0 , 0.0094970 secs] [Times: user=0.10 sys=0.02, real=0.01 secs] 
2012-10-19T09:43:05.178-0400: [GC [ParNew: 225118K->4254K(249216K), 0.0060570 secs] 342354K->121691K(8360960K) icms_dc=0 , 0.0062310 secs] [Times: user=0.06 sys=0.01, real=0.01 secs] 
2012-10-19T09:43:16.240-0400: [GC [ParNew: 225822K->3801K(249216K), 0.0095370 secs] 343259K->121841K(8360960K) icms_dc=0 , 0.0097240 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:43:23.044-0400: [GC [ParNew: 225369K->5153K(249216K), 0.0515450 secs] 343409K->123754K(8360960K) icms_dc=0 , 0.0518280 secs] [Times: user=0.39 sys=0.02, real=0.06 secs] 
2012-10-19T09:43:29.514-0400: [GC [ParNew: 226721K->4227K(249216K), 0.0090260 secs] 345322K->123354K(8360960K) icms_dc=0 , 0.0091930 secs] [Times: user=0.07 sys=0.02, real=0.01 secs] 
2012-10-19T09:43:38.218-0400: [GC [ParNew: 225795K->4173K(249216K), 0.0107350 secs] 344922K->123741K(8360960K) icms_dc=0 , 0.0109220 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2012-10-19T09:43:46.423-0400: [GC [ParNew: 225741K->3428K(249216K), 0.0095400 secs] 345309K->123532K(8360960K) icms_dc=0 , 0.0097270 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
2012-10-19T09:43:55.797-0400: [GC [ParNew: 224996K->3790K(249216K), 0.0079650 secs] 345100K->124497K(8360960K) icms_dc=0 , 0.0081380 secs] [Times: user=0.07 sys=0.02, real=0.01 secs] 
2012-10-19T09:44:05.014-0400: [GC [ParNew: 225358K->3593K(249216K), 0.0084830 secs] 346065K->124704K(8360960K) icms_dc=0 , 0.0086680 secs] [Times: user=0.09 sys=0.02, real=0.01 secs] 
